scope,course_code,title,cus,program_count,colleges,programs
AP,C203,Becoming an Effective Leader,3,1,School of Business,"Master of Science, Management and Leadership"
AP,C204,Management Communication,3,7,School of Business,"Master of Business Administration; Master of Science, Management and Leadership; Master of Science in Accounting, Auditing Specialization; Master of Science in Accounting, Financial Reporting Specialization; Master of Science in Accounting, Management Accounting Specialization; Master of Science in Accounting, Taxation Specialization; Master of Science, Human Resource Management"
AP,C205,Leading Teams,3,1,School of Business,"Master of Science, Management and Leadership"
AP,C206,Ethical Leadership,3,4,School of Business,"Master of Business Administration; MBA, IT Management; Master of Business Administration, Healthcare Administration; Master of Science, Management and Leadership"
AP,C207,Data-Driven Decision Making,3,4,School of Business,"Master of Business Administration; MBA, IT Management; Master of Business Administration, Healthcare Administration; Master of Science, Human Resource Management"
AP,C208,Change Management and Innovation,3,2,School of Business,"Master of Science, Management and Leadership; Master of Science, Human Resource Management"
AP,C209,Strategic Management,3,1,School of Business,"Master of Science, Management and Leadership"
AP,C210,Management and Leadership Capstone,4,1,School of Business,"Master of Science, Management and Leadership"
AP,C211,Global Economics for Managers,3,3,School of Business,"Master of Business Administration; MBA, IT Management; Master of Business Administration, Healthcare Administration"
AP,C212,Marketing,3,3,School of Business,"Master of Business Administration; MBA, IT Management; Master of Business Administration, Healthcare Administration"
AP,C213,Accounting for Decision Makers,3,3,School of Business,"Master of Business Administration; MBA, IT Management; Master of Business Administration, Healthcare Administration"
AP,C214,Financial Management,3,3,School of Business,"Master of Business Administration; MBA, IT Management; Master of Business Administration, Healthcare Administration"
AP,C215,Operations Management,3,2,School of Business,"Master of Business Administration; Master of Business Administration, Healthcare Administration"
AP,C216,MBA Capstone,4,1,School of Business,Master of Business Administration
AP,C218,"MBA, Information Technology Management Capstone",4,1,School of Business,"MBA, IT Management"
AP,C219,"MBA, Healthcare Management Capstone",4,1,School of Business,"Master of Business Administration, Healthcare Administration"
AP,C224,Research Foundations,2,3,School of Education,"Master of Arts, English Language Learning; Master of Arts, Mathematics Education (K-6); Master of Arts in Mathematics Education (Middle Grades)"
AP,C225,Research Questions and Literature Review,2,3,School of Education,"Master of Arts, English Language Learning; Master of Arts, Mathematics Education (K-6); Master of Arts in Mathematics Education (Middle Grades)"
AP,C226,Research Design and Analysis,2,1,School of Education,"Master of Arts, Mathematics Education (K-6)"
AP,C227,Research Proposals,2,1,School of Education,"Master of Arts, Mathematics Education (K-6)"
AP,C232,Introduction to Human Resource Management,3,1,School of Business,"Bachelor of Science, Information Technology Management"
AP,C233,Employment Law,3,1,School of Business,"Bachelor of Science, Information Technology Management"
AP,C234,Workforce Planning: Recruitment and Selection,3,1,School of Business,"Bachelor of Science, Information Technology Management"
AP,C236,Compensation and Benefits,3,1,School of Business,"Bachelor of Science, Information Technology Management"
AP,C237,Taxation I,3,1,School of Business,"Bachelor of Science, Accounting"
AP,C266,The Ocean Systems,3,1,School of Education,Master of Arts Science Education (Secondary Earth Science)
AP,C267,Climate Change,3,1,School of Education,Master of Arts Science Education (Secondary Chemistry)
AP,C273,Introduction to Sociology,3,19,School of Business; Leavitt School of Health,"Bachelor of Science, Accounting; Bachelor of Science, Human Resource Management; Bachelor of Science, Information Technology Management; Bachelor of Science, Business Management; Bachelor of Science, Marketing; Bachelor of Science, Communications; Bachelor of Science, Finance; Bachelor of Science, Healthcare Administration; Bachelor of Science, Project Management; Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design; Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Bachelor of Science, Nursing; Bachelor of Science, Health Science; Bachelor of Science in Psychology; Bachelor of Science, Public Health; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,C278,College Algebra,4,6,School of Education,"Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Physics); Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education"
AP,C360,Teacher Work Sample in English Language Learning,1,1,School of Education,"Master of Arts, English Language Learning"
AP,C363,Calculus I,2,1,School of Education,Master of Arts in Mathematics Education (Secondary)
AP,C389,"Science, Technology, and Society",2,5,School of Education,Master of Arts Science Education (Middle Grades); Master of Arts Science Education (Secondary Biological Science); Master of Arts Science Education (Secondary Chemistry); Master of Arts Science Education (Secondary Earth Science); Master of Arts Science Education (Secondary Physics)
AP,C455,English Composition I,3,1,School of Business,"Bachelor of Science, Information Technology Management"
AP,C456,English Composition II,3,1,School of Business,"Bachelor of Science, Information Technology Management"
AP,C458,"Health, Fitness and Wellness",4,28,School of Business; Leavitt School of Health; School of Technology,"Bachelor of Science, Accounting; Bachelor of Science, Human Resource Management; Bachelor of Science, Business Management; Bachelor of Science, Marketing; Bachelor of Science, Communications; Bachelor of Science, Finance; Bachelor of Science, Healthcare Administration; Bachelor of Science, Project Management; Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design; Bachelor of Science, Health and Human Services; Bachelor of Science, Health Science; Bachelor of Science in Psychology; Bachelor of Science, Public Health; Bachelor of Science, AI Engineering; Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Data Analytics; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Bachelor of Science, Software Engineering (BSSWE to MSSWE)"
AP,C464,Introduction to Communication,3,1,School of Business,"Bachelor of Science, Information Technology Management"
AP,C483,Principles of Management,4,11,School of Business,"Bachelor of Science, Accounting; Bachelor of Science, Human Resource Management; Bachelor of Science, Information Technology Management; Bachelor of Science, Business Management; Bachelor of Science, Marketing; Bachelor of Science, Communications; Bachelor of Science, Finance; Bachelor of Science, Healthcare Administration; Bachelor of Science, Project Management; Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design"
AP,C494,Advanced Standing for RN License,50,4,Leavitt School of Health,"Bachelor of Science, Nursing; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,C612,Mathematics: Content Knowledge,1,1,School of Education,Master of Arts in Mathematics Education (Secondary)
AP,C613,Middle School Mathematics: Content Knowledge,1,1,School of Education,Master of Arts in Mathematics Education (Middle Grades)
AP,C614,Biology: Content Knowledge,1,1,School of Education,Master of Arts Science Education (Secondary Biological Science)
AP,C615,Physics: Content Knowledge,1,1,School of Education,Master of Arts Science Education (Secondary Physics)
AP,C616,Middle School Science: Content Knowledge,1,1,School of Education,Master of Arts Science Education (Middle Grades)
AP,C617,Chemistry: Content Knowledge,1,1,School of Education,Master of Arts Science Education (Secondary Chemistry)
AP,C618,Earth Science: Content Knowledge,1,1,School of Education,Master of Arts Science Education (Secondary Earth Science)
AP,C625,Biochemistry,2,1,School of Education,Master of Arts Science Education (Secondary Chemistry)
AP,C635,"MA, Mathematics Education (K-6) Capstone",6,1,School of Education,"Master of Arts, Mathematics Education (K-6)"
AP,C647,Trigonometry and Precalculus,2,2,School of Education,Master of Arts in Mathematics Education (Middle Grades); Master of Arts in Mathematics Education (Secondary)
AP,C650,Geology I: Physical,3,1,School of Education,Master of Arts Science Education (Secondary Earth Science)
AP,C653,Heredity and Genetics,2,2,School of Education,Master of Arts Science Education (Middle Grades); Master of Arts Science Education (Secondary Biological Science)
AP,C655,Zoology,2,1,School of Education,Master of Arts Science Education (Secondary Biological Science)
AP,C657,Calculus III,2,1,School of Education,Master of Arts in Mathematics Education (Secondary)
AP,C659,Conceptual Physics,3,1,School of Education,Master of Arts Science Education (Secondary Physics)
AP,C670,Concepts in Science,1,5,School of Education,Master of Arts Science Education (Middle Grades); Master of Arts Science Education (Secondary Biological Science); Master of Arts Science Education (Secondary Chemistry); Master of Arts Science Education (Secondary Earth Science); Master of Arts Science Education (Secondary Physics)
AP,C672,General Chemistry I with Lab,3,1,School of Education,Master of Arts Science Education (Secondary Chemistry)
AP,C673,General Chemistry II with Lab,3,1,School of Education,Master of Arts Science Education (Secondary Chemistry)
AP,C683,Natural Science Lab,2,11,School of Technology; School of Education,"Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Data Analytics; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Arts, Elementary Education; Bachelor of Arts, Educational Studies in Elementary Education"
AP,C715,Organizational Behavior,3,11,School of Business,"Bachelor of Science, Accounting; Bachelor of Science, Human Resource Management; Bachelor of Science, Information Technology Management; Bachelor of Science, Business Management; Bachelor of Science, Marketing; Bachelor of Science, Communications; Bachelor of Science, Finance; Bachelor of Science, Healthcare Administration; Bachelor of Science, Project Management; Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design"
AP,C716,Business Communication,3,5,School of Business,"Bachelor of Science, Accounting; Bachelor of Science, Human Resource Management; Bachelor of Science, Business Management; Bachelor of Science, Marketing; Bachelor of Science, Healthcare Administration"
AP,C717,Business Ethics,3,5,School of Business,"Bachelor of Science, Accounting; Bachelor of Science, Human Resource Management; Bachelor of Science, Business Management; Bachelor of Science, Finance; Bachelor of Science, Supply Chain and Operations Management"
AP,C720,Operations and Supply Chain Management,3,4,School of Business,"Bachelor of Science, Accounting; Bachelor of Science, Information Technology Management; Bachelor of Science, Finance; Bachelor of Science, Healthcare Administration"
AP,C721,Change Management,3,10,School of Business; School of Technology,"Bachelor of Science, Accounting; Bachelor of Science, Human Resource Management; Bachelor of Science, Information Technology Management; Bachelor of Science, Business Management; Bachelor of Science, Communications; Bachelor of Science, Healthcare Administration; Bachelor of Science, Project Management; Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design; Bachelor of Science, Data Analytics"
AP,C722,Project Management,3,10,School of Business,"Bachelor of Science, Accounting; Bachelor of Science, Human Resource Management; Bachelor of Science, Information Technology Management; Bachelor of Science, Business Management; Bachelor of Science, Marketing; Bachelor of Science, Communications; Bachelor of Science, Finance; Bachelor of Science, Healthcare Administration; Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design"
AP,C723,Quantitative Analysis For Business,3,7,School of Business,"Bachelor of Science, Accounting; Bachelor of Science, Human Resource Management; Bachelor of Science, Information Technology Management; Bachelor of Science, Business Management; Bachelor of Science, Marketing; Bachelor of Science, Finance; Bachelor of Science, Project Management"
AP,C724,Information Systems Management,3,1,School of Business,"Bachelor of Science, Information Technology Management"
AP,C737,Evolution,3,1,School of Education,Master of Arts Science Education (Secondary Biological Science)
AP,C739,"Space, Time and Motion",3,1,School of Education,Master of Arts Science Education (Secondary Physics)
AP,C783,Project Management,4,1,School of Technology,"Master of Science, Data Analytics - Decision Process Engineering"
AP,C784,Applied Healthcare Statistics,4,10,School of Business; Leavitt School of Health,"Bachelor of Science, Healthcare Administration; Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Bachelor of Science, Nursing; Bachelor of Science, Health Information Management; Bachelor of Science, Health and Human Services; Bachelor of Science, Health Science; Bachelor of Science, Public Health; Master of Science, Nursing - Education (RN to MSN); Master of Science, Nursing - Leadership and Management (RN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,C790,Foundations in Nursing Informatics,2,2,Leavitt School of Health,"Master of Science, Nursing - Nursing Informatics (BSN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,C792,Data Modeling and Database Management Systems,2,2,Leavitt School of Health,"Master of Science, Nursing - Nursing Informatics (BSN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,C797,Data Science and Analytics,2,2,Leavitt School of Health,"Master of Science, Nursing - Nursing Informatics (BSN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,C798,Informatics System Analysis and Design,3,2,Leavitt School of Health,"Master of Science, Nursing - Nursing Informatics (BSN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,C801,Health Information Law and Regulations,4,1,Leavitt School of Health,"Bachelor of Science, Health Information Management"
AP,C802,Foundations in Healthcare Information Management,4,1,Leavitt School of Health,"Bachelor of Science, Health Information Management"
AP,C803,Data Analytics and Information Governance,4,1,Leavitt School of Health,"Bachelor of Science, Health Information Management"
AP,C804,Medical Terminology,3,2,Leavitt School of Health,"Bachelor of Science, Health Information Management; Bachelor of Science, Health and Human Services"
AP,C805,Pathophysiology,3,1,Leavitt School of Health,"Bachelor of Science, Health Information Management"
AP,C807,Healthcare Compliance,3,1,Leavitt School of Health,"Bachelor of Science, Health Information Management"
AP,C808,Classification Systems,4,1,Leavitt School of Health,"Bachelor of Science, Health Information Management"
AP,C810,Foundations in Healthcare Data Management,4,1,Leavitt School of Health,"Bachelor of Science, Health Information Management"
AP,C811,Healthcare Financial Resource Management,4,1,Leavitt School of Health,"Bachelor of Science, Health Information Management"
AP,C812,Healthcare Reimbursement,4,1,Leavitt School of Health,"Bachelor of Science, Health Information Management"
AP,C813,Healthcare Statistics and Research,3,1,Leavitt School of Health,"Bachelor of Science, Health Information Management"
AP,C815,Quality and Performance Management and Methods,4,1,Leavitt School of Health,"Bachelor of Science, Health Information Management"
AP,C816,Healthcare System Applications,4,1,Leavitt School of Health,"Bachelor of Science, Health Information Management"
AP,C833,Chemistry with Lab,3,4,School of Education,Master of Arts Science Education (Middle Grades); Master of Arts Science Education (Secondary Biological Science); Master of Arts Science Education (Secondary Earth Science); Master of Arts Science Education (Secondary Physics)
AP,C845,Information Systems Security,4,1,School of Technology,"Bachelor of Science, Cybersecurity and Information Assurance"
AP,C854,Nursing Informatics Field Experience,4,2,Leavitt School of Health,"Master of Science, Nursing - Nursing Informatics (BSN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,C855,Nursing Informatics Capstone,2,2,Leavitt School of Health,"Master of Science, Nursing - Nursing Informatics (BSN to MSN); Master of Science, Nursing - Nursing Informatics (RN to MSN)"
AP,C867,Scripting and Programming - Applications,4,2,School of Technology,"Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS)"
AP,C870,Human Anatomy and Physiology,3,1,School of Education,Master of Arts Science Education (Secondary Biological Science)
AP,C871,"MA, Science Education Teacher Performance Assessment",6,5,School of Education,Master of Arts Science Education (Middle Grades); Master of Arts Science Education (Secondary Biological Science); Master of Arts Science Education (Secondary Chemistry); Master of Arts Science Education (Secondary Earth Science); Master of Arts Science Education (Secondary Physics)
AP,C874,"MA, Mathematics Education (5-12) Teacher Performance",6,1,School of Education,Master of Arts in Mathematics Education (Secondary)
AP,C878,Mathematical Modeling and Applications,2,1,School of Education,Master of Arts in Mathematics Education (Secondary)
AP,C880,Algebra for Secondary Mathematics Teaching,2,2,School of Education,Master of Arts in Mathematics Education (Middle Grades); Master of Arts in Mathematics Education (Secondary)
AP,C882,Geometry for Secondary Mathematics Teaching,2,1,School of Education,Master of Arts in Mathematics Education (Secondary)
AP,C884,Statistics and Probability for Secondary Mathematics Teaching,2,1,School of Education,Master of Arts in Mathematics Education (Secondary)
AP,C886,Advanced Calculus,2,1,School of Education,Master of Arts in Mathematics Education (Secondary)
AP,C887,"MA, Mathematics Education (5-9) Teacher Performance",6,1,School of Education,Master of Arts in Mathematics Education (Middle Grades)
AP,C889,Molecular and Cellular Biology,3,1,School of Education,Master of Arts Science Education (Secondary Biological Science)
AP,C891,Ecology and Environmental Science,2,3,School of Education,Master of Arts Science Education (Middle Grades); Master of Arts Science Education (Secondary Biological Science); Master of Arts Science Education (Secondary Earth Science)
AP,C893,Geology II: Earth Systems,3,1,School of Education,Master of Arts Science Education (Secondary Earth Science)
AP,C895,Astronomy,2,2,School of Education,Master of Arts Science Education (Middle Grades); Master of Arts Science Education (Secondary Earth Science)
AP,C907,Introduction to Biology,2,2,School of Education,Master of Arts Science Education (Middle Grades); Master of Arts Science Education (Secondary Biological Science)
AP,C908,Integrated Physical Sciences,2,3,School of Education,Master of Arts Science Education (Middle Grades); Master of Arts Science Education (Secondary Chemistry); Master of Arts Science Education (Secondary Physics)
AP,C912,College Algebra,3,1,School of Education,Master of Arts in Mathematics Education (Middle Grades)
AP,C918,Evolving Roles of Nurse Educators in Diverse Environments,2,3,Leavitt School of Health,"Master of Science, Nursing - Education (BSN to MSN); Master of Science, Nursing - Education (RN to MSN); Post-Master's Certificate, Nursing - Nursing Education (Post-MSN)"
AP,C919,Facilitation of Context-Based Student-Centered Learning,2,3,Leavitt School of Health,"Master of Science, Nursing - Education (BSN to MSN); Master of Science, Nursing - Education (RN to MSN); Post-Master's Certificate, Nursing - Nursing Education (Post-MSN)"
AP,C920,Contemporary Curriculum Design and Development in Nursing,2,3,Leavitt School of Health,"Master of Science, Nursing - Education (BSN to MSN); Master of Science, Nursing - Education (RN to MSN); Post-Master's Certificate, Nursing - Nursing Education (Post-MSN)"
AP,C921,Assessment and Evaluation Strategies for Measuring Student,3,3,Leavitt School of Health,"Master of Science, Nursing - Education (BSN to MSN); Master of Science, Nursing - Education (RN to MSN); Post-Master's Certificate, Nursing - Nursing Education (Post-MSN)"
AP,C922,Emerging Trends and Challenges in 21st Century Nursing,2,3,Leavitt School of Health,"Master of Science, Nursing - Education (BSN to MSN); Master of Science, Nursing - Education (RN to MSN); Post-Master's Certificate, Nursing - Nursing Education (Post-MSN)"
AP,C926,Earth: Inside and Out,3,1,School of Education,Master of Arts Science Education (Middle Grades)
AP,C946,Nursing Education Field Experience,2,3,Leavitt School of Health,"Master of Science, Nursing - Education (BSN to MSN); Master of Science, Nursing - Education (RN to MSN); Post-Master's Certificate, Nursing - Nursing Education (Post-MSN)"
AP,C947,Nursing Education Capstone,2,3,Leavitt School of Health,"Master of Science, Nursing - Education (BSN to MSN); Master of Science, Nursing - Education (RN to MSN); Post-Master's Certificate, Nursing - Nursing Education (Post-MSN)"
AP,C949,Data Structures and Algorithms I,4,6,School of Technology,"Bachelor of Science, AI Engineering; Bachelor of Science, Computer Science; Bachelor of Science, Data Analytics; Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Bachelor of Science, Software Engineering (BSSWE to MSSWE)"
AP,C950,Data Structures and Algorithms II,4,3,School of Technology,"Bachelor of Science, AI Engineering; Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS)"
AP,C952,Computer Architecture,3,3,School of Technology,"Bachelor of Science, AI Engineering; Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS)"
AP,C955,Applied Probability and Statistics,3,25,School of Business; Leavitt School of Health; School of Technology,"Bachelor of Science, Accounting; Bachelor of Science, Human Resource Management; Bachelor of Science, Information Technology Management; Bachelor of Science, Business Management; Bachelor of Science, Marketing; Bachelor of Science, Communications; Bachelor of Science, Finance; Bachelor of Science, Project Management; Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design; Bachelor of Science in Psychology; Bachelor of Science, AI Engineering; Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Data Analytics; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Bachelor of Science, Software Engineering (BSSWE to MSSWE)"
AP,C957,Applied Algebra,3,20,School of Business; Leavitt School of Health; School of Technology,"Bachelor of Science, Accounting; Bachelor of Science, Human Resource Management; Bachelor of Science, Information Technology Management; Bachelor of Science, Finance; Bachelor of Science, Healthcare Administration; Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, Nursing - Prelicensure (Pre-Nursing); Bachelor of Science, Health Information Management; Bachelor of Science, Health Science; Bachelor of Science, Cloud and Network Engineering; Bachelor of Science, Cloud and Network Engineering - Amazon Web Services; Bachelor of Science, Cloud and Network Engineering - Cisco; Bachelor of Science, Cloud and Network Engineering - Microsoft Azure; Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Data Analytics; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Bachelor of Science, Software Engineering (BSSWE to MSSWE)"
AP,C958,Calculus I,4,2,School of Technology,"Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS)"
AP,C959,Discrete Mathematics I,4,2,School of Technology,"Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS)"
AP,C960,Discrete Mathematics II,4,3,School of Technology,"Bachelor of Science, AI Engineering; Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS)"
AP,C963,American Politics and the US Constitution,3,28,School of Business; Leavitt School of Health; School of Technology; School of Education,"Bachelor of Science, Healthcare Administration; Bachelor of Science, Health Information Management; Bachelor of Science, AI Engineering; Bachelor of Science, Computer Science; Bachelor of Science, Computer Science (BSCS to MSCS); Bachelor of Science, Cybersecurity and Information Assurance; Bachelor of Science, Data Analytics; Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT); Bachelor of Science, Software Engineering [BSSWE]; Bachelor of Science, Software Engineering [BSSWE_C]; Bachelor of Science, Software Engineering (BSSWE to MSSWE); Bachelor of Arts, Elementary Education; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Special Education, Mild to Moderate; Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics); Bachelor of Arts, Educational Studies in Elementary Education; Bachelor of Arts, Educational Studies in Special and Elementary Education; Bachelor of Arts, Educational Studies in Mild to Moderate Exceptionalities Special Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education"
AP,C966,Teaching in the Middle School,2,2,School of Education,Master of Arts in Mathematics Education (Middle Grades); Master of Arts Science Education (Middle Grades)
AP,C968,Software I – C#,6,1,School of Technology,"Bachelor of Science, Software Engineering [BSSWE_C]"
AP,C969,Software II – Advanced C#,6,1,School of Technology,"Bachelor of Science, Software Engineering [BSSWE_C]"
AP,C971,Mobile Application Development Using C#,3,1,School of Technology,"Bachelor of Science, Software Engineering [BSSWE_C]"
AP,C975,Science Methods—Middle Grades General Science,3,1,School of Education,Master of Arts Science Education (Middle Grades)
